pedido_id,data_pedido,data_entrega,transportadora,cidade_origem,cidade_destino,prazo_estimado_dias,prazo_real_dias,custo_transporte,status_entrega
7913,14/01/2024,18/01/2024,Loggi,Recife,da Luz,4,4,256.39,Entregue
19476,17/11/2024,27/11/2024,Correios,Curitiba,Cardoso,9,10,223.49,Entregue
22431,26/07/2024,08/08/2024,Correios,Salvador,Araújo Verde,10,13,244.96,Entregue
25273,06/11/2024,14/11/2024,Azul Cargo,Recife,da Mota da Praia,9,8,223.29,Entregue
12141,24/09/2024,04/10/2024,Jadlog,Recife,Azevedo,7,10,217.23,Em trânsito
43461,15/05/2024,26/05/2024,Loggi,Belo Horizonte,Barbosa,8,11,166.46,Entregue
3956,08/08/2024,12/08/2024,Jadlog,Recife,da Cruz,4,4,281.26,Entregue
4450,01/05/2024,05/05/2024,Azul Cargo,Curitiba,Fogaça do Galho,5,4,299.59,Entregue
43870,07/04/2024,15/04/2024,Correios,Belo Horizonte,Monteiro do Sul,8,8,126.44,Entregue
9267,07/06/2024,15/06/2024,Correios,Belo Horizonte,Lima,9,8,160.49,Entregue
50897,15/06/2024,23/06/2024,Loggi,Curitiba,Silveira de Aragão,9,8,37.83,Entregue
20834,20/06/2024,01/07/2024,Correios,Recife,Duarte,8,11,224.29,Entregue
58635,20/06/2024,28/06/2024,Azul Cargo,São Paulo,Monteiro,6,8,212.45,Em trânsito
39976,13/07/2024,25/07/2024,Jadlog,Recife,Silva,10,12,270.72,Entregue
5103,07/04/2024,16/04/2024,Jadlog,Recife,Barbosa,7,9,140.4,Entregue
15171,23/02/2024,04/03/2024,Loggi,Recife,da Luz,8,10,155.37,Entregue
33947,11/04/2024,14/04/2024,Azul Cargo,Recife,da Luz,2,3,83.22,Entregue
45196,11/06/2024,15/06/2024,Loggi,São Paulo,Costela de da Mota,5,4,62.85,Entregue
26460,28/12/2024,06/01/2025,Loggi,Curitiba,Carvalho,7,9,244.71,Entregue
21042,19/07/2024,24/07/2024,Loggi,Salvador,Rodrigues da Serra,5,5,160.65,Entregue
40211,13/02/2024,21/02/2024,Correios,Belo Horizonte,Fernandes de Santos,7,8,113.42,Entregue
44969,17/01/2024,23/01/2024,Correios,Belo Horizonte,Viana,6,6,73.83,Entregue
39153,19/01/2024,28/01/2024,Correios,Belo Horizonte,Novaes,9,9,288.76,Entregue
63262,26/08/2024,30/08/2024,Azul Cargo,São Paulo,Ramos,2,4,268.87,Entregue
55846,21/08/2024,30/08/2024,Jadlog,Belo Horizonte,Dias das Flores,6,9,141.74,Devolvido
21568,16/11/2024,27/11/2024,Correios,Recife,Rocha,9,11,274.22,Entregue
60134,09/03/2024,19/03/2024,Azul Cargo,Curitiba,Oliveira da Prata,8,10,221.25,Entregue
22757,13/06/2024,21/06/2024,Correios,Salvador,Costela,9,8,20.11,Entregue
52457,13/01/2024,22/01/2024,Azul Cargo,Belo Horizonte,da Mota do Amparo,7,9,63.89,Entregue
38549,28/11/2024,07/12/2024,Correios,São Paulo,Rezende,7,9,30.29,Entregue
57120,24/02/2024,26/02/2024,Loggi,Belo Horizonte,Novaes dos Dourados,3,2,127.29,Entregue
67351,15/12/2024,24/12/2024,Loggi,São Paulo,Almeida da Praia,6,9,272.64,Entregue
37804,10/05/2024,21/05/2024,Loggi,Recife,Costa,10,11,149.42,Entregue
2806,01/03/2024,03/03/2024,Jadlog,Curitiba,Monteiro,2,2,45.68,Entregue
30180,27/01/2024,30/01/2024,Correios,Recife,Vieira do Norte,4,3,206.48,Entregue
12893,19/12/2024,22/12/2024,Correios,São Paulo,Alves do Galho,2,3,266.29,Entregue
22859,03/01/2024,12/01/2024,Azul Cargo,Belo Horizonte,da Rosa das Flores,9,9,86.15,Entregue
36928,12/02/2024,20/02/2024,Azul Cargo,Recife,da Rosa,7,8,30.37,Entregue
17250,04/10/2024,09/10/2024,Loggi,Belo Horizonte,Moraes do Campo,6,5,120.69,Entregue
34558,08/07/2024,15/07/2024,Loggi,Recife,Nunes do Oeste,8,7,39.1,Entregue
31772,22/01/2024,02/02/2024,Azul Cargo,Belo Horizonte,Viana de Cardoso,10,11,78.82,Em trânsito
39584,08/05/2024,11/05/2024,Azul Cargo,Recife,Nogueira,4,3,211.89,Entregue
52013,09/08/2024,19/08/2024,Loggi,São Paulo,Mendes,9,10,16.53,Entregue
33158,27/12/2024,07/01/2025,Correios,Belo Horizonte,Martins dos Dourados,9,11,275.14,Entregue
34370,23/08/2024,29/08/2024,Correios,Recife,Teixeira da Prata,6,6,184.64,Entregue
62365,09/09/2024,13/09/2024,Loggi,Recife,Fogaça,3,4,181.97,Entregue
7784,18/04/2024,23/04/2024,Jadlog,São Paulo,Moreira de Lima,5,5,50.73,Entregue
59370,01/10/2024,05/10/2024,Correios,Salvador,Correia dos Dourados,4,4,148.81,Entregue
24628,18/11/2024,24/11/2024,Azul Cargo,Curitiba,Cardoso,3,6,129.14,Entregue
55311,09/07/2024,20/07/2024,Azul Cargo,Salvador,da Costa,10,11,89.2,Em trânsito
38440,18/04/2024,22/04/2024,Azul Cargo,Salvador,Santos dos Dourados,2,4,242.27,Entregue
37718,01/11/2024,11/11/2024,Loggi,Recife,Oliveira Grande,9,10,130.73,Em trânsito
54339,04/08/2024,11/08/2024,Jadlog,Salvador,da Rosa,6,7,53.46,Entregue
28337,05/08/2024,17/08/2024,Loggi,Recife,Lima,9,12,250.58,Entregue
61082,05/07/2024,16/07/2024,Jadlog,Salvador,Costela,8,11,263.01,Entregue
42281,07/06/2024,12/06/2024,Azul Cargo,São Paulo,Costela,3,5,74.7,Entregue
3271,07/11/2024,12/11/2024,Correios,Salvador,Cunha,5,5,183.65,Entregue
37008,13/05/2024,22/05/2024,Loggi,São Paulo,Lopes de Sales,8,9,245.69,Entregue
25720,28/12/2024,29/12/2024,Jadlog,Belo Horizonte,da Paz Grande,2,1,100.86,Entregue
13324,12/01/2024,17/01/2024,Jadlog,Salvador,Barbosa,4,5,15.37,Em trânsito
8920,19/11/2024,22/11/2024,Azul Cargo,Salvador,Aragão de Fernandes,2,3,39.29,Em trânsito
65870,11/11/2024,17/11/2024,Azul Cargo,Salvador,Almeida,4,6,158.01,Em trânsito
24423,08/10/2024,21/10/2024,Loggi,Recife,Lopes,10,13,44.38,Entregue
4886,12/07/2024,21/07/2024,Azul Cargo,Recife,Nunes,6,9,272.21,Devolvido
45485,24/02/2024,27/02/2024,Loggi,São Paulo,Barbosa,3,3,101.22,Entregue
45317,11/09/2024,16/09/2024,Azul Cargo,Recife,da Conceição Grande,6,5,99.49,Entregue
23891,15/12/2024,23/12/2024,Azul Cargo,Curitiba,Peixoto da Mata,9,8,233.99,Entregue
65223,25/07/2024,30/07/2024,Jadlog,São Paulo,Fernandes do Norte,4,5,213.65,Entregue
31647,21/08/2024,30/08/2024,Correios,Recife,Castro de Carvalho,10,9,209.84,Devolvido
19293,02/02/2024,06/02/2024,Azul Cargo,Salvador,Barbosa,5,4,70.13,Entregue
19236,16/12/2024,28/12/2024,Loggi,Belo Horizonte,das Neves,9,12,256.56,Entregue
33142,17/12/2024,25/12/2024,Azul Cargo,Curitiba,Aragão de Cardoso,7,8,97.46,Entregue
8833,22/06/2024,04/07/2024,Azul Cargo,Curitiba,Carvalho,9,12,128.61,Entregue
20680,10/08/2024,18/08/2024,Azul Cargo,Salvador,Jesus,5,8,152.39,Entregue
1247,27/02/2024,29/02/2024,Loggi,Salvador,Costela,3,2,118.07,Em trânsito
24580,26/07/2024,04/08/2024,Azul Cargo,São Paulo,da Rosa do Amparo,7,9,82.69,Entregue
60477,02/05/2024,11/05/2024,Correios,São Paulo,da Rosa do Amparo,6,9,92.43,Entregue
32596,01/12/2024,09/12/2024,Loggi,Curitiba,Fernandes de Campos,8,8,16.29,Entregue
40854,11/09/2024,15/09/2024,Correios,Recife,Martins das Pedras,5,4,228.74,Entregue
17118,07/01/2024,14/01/2024,Loggi,Salvador,Cavalcanti da Praia,4,7,223.32,Entregue
5217,03/07/2024,09/07/2024,Correios,Belo Horizonte,da Paz de Almeida,5,6,234.13,Em trânsito
61125,11/09/2024,21/09/2024,Azul Cargo,Recife,Araújo Verde,8,10,189.98,Entregue
9956,26/05/2024,05/06/2024,Loggi,Belo Horizonte,Duarte,8,10,37.22,Entregue
11944,13/07/2024,21/07/2024,Correios,Salvador,Freitas,8,8,32.22,Devolvido
44330,13/08/2024,18/08/2024,Azul Cargo,São Paulo,Nogueira,2,5,242.52,Entregue
58778,15/11/2024,18/11/2024,Loggi,Curitiba,da Rocha da Serra,2,3,133.72,Entregue
50077,07/04/2024,11/04/2024,Azul Cargo,Salvador,Ferreira,2,4,295.0,Em trânsito
26342,07/04/2024,15/04/2024,Azul Cargo,São Paulo,Costela,8,8,146.01,Entregue
42977,23/01/2024,28/01/2024,Loggi,Recife,Cardoso,5,5,248.28,Entregue
47200,22/10/2024,29/10/2024,Jadlog,Recife,da Rosa,6,7,200.04,Entregue
34967,28/01/2024,03/02/2024,Correios,Salvador,Azevedo,3,6,16.78,Entregue
34697,10/05/2024,14/05/2024,Azul Cargo,Recife,da Rosa,4,4,10.87,Entregue
55120,12/09/2024,25/09/2024,Azul Cargo,Recife,Campos,10,13,205.65,Em trânsito
3232,11/09/2024,21/09/2024,Jadlog,São Paulo,da Luz,7,10,86.76,Entregue
38949,18/11/2024,25/11/2024,Correios,Belo Horizonte,da Rosa,8,7,68.32,Em trânsito
24376,23/07/2024,03/08/2024,Loggi,Salvador,Dias,10,11,111.2,Entregue
1504,24/08/2024,30/08/2024,Azul Cargo,Belo Horizonte,Farias do Galho,3,6,12.91,Entregue
62395,09/11/2024,13/11/2024,Jadlog,Curitiba,Ribeiro,4,4,213.43,Entregue
54097,21/04/2024,24/04/2024,Loggi,Belo Horizonte,Cardoso,4,3,230.4,Entregue
27659,16/03/2024,25/03/2024,Azul Cargo,Recife,das Neves do Sul,6,9,272.81,Entregue
53520,04/02/2024,12/02/2024,Loggi,São Paulo,Lopes,8,8,225.58,Entregue
25944,02/02/2024,05/02/2024,Azul Cargo,Belo Horizonte,Cunha,4,3,124.85,Em trânsito
50463,15/03/2024,20/03/2024,Loggi,Belo Horizonte,Cavalcanti do Sul,3,5,152.9,Entregue
17463,27/12/2024,03/01/2025,Azul Cargo,Curitiba,Peixoto,4,7,202.48,Entregue
45117,05/04/2024,08/04/2024,Azul Cargo,Belo Horizonte,Oliveira do Norte,3,3,203.09,Entregue
47973,07/01/2024,13/01/2024,Jadlog,São Paulo,Costela de da Mota,7,6,93.15,Entregue
52215,11/08/2024,14/08/2024,Correios,Curitiba,Pereira,2,3,46.63,Entregue
2778,01/02/2024,07/02/2024,Correios,Belo Horizonte,Martins de Correia,4,6,34.34,Entregue
33493,25/06/2024,30/06/2024,Azul Cargo,São Paulo,Almeida Paulista,5,5,248.56,Entregue
46004,19/05/2024,28/05/2024,Loggi,Recife,da Cruz do Amparo,6,9,53.05,Entregue
1619,16/10/2024,20/10/2024,Jadlog,Recife,Lopes,3,4,162.01,Entregue
56433,16/05/2024,25/05/2024,Loggi,Salvador,Fernandes de Santos,10,9,145.58,Entregue
1167,21/10/2024,26/10/2024,Azul Cargo,Curitiba,Moura,6,5,87.42,Entregue
25628,01/09/2024,13/09/2024,Loggi,Curitiba,Mendes,9,12,71.49,Entregue
40539,23/06/2024,02/07/2024,Azul Cargo,Salvador,Pereira,10,9,215.21,Em trânsito
41667,08/06/2024,15/06/2024,Azul Cargo,Recife,Porto,8,7,208.44,Em trânsito
15673,25/03/2024,03/04/2024,Correios,Curitiba,Vieira do Norte,7,9,116.59,Entregue
67593,07/05/2024,11/05/2024,Jadlog,Curitiba,Farias do Galho,5,4,166.85,Entregue
42017,15/03/2024,20/03/2024,Azul Cargo,Recife,da Conceição,5,5,94.86,Entregue
15297,03/05/2024,13/05/2024,Jadlog,Belo Horizonte,Caldeira,10,10,248.71,Em trânsito
23840,17/09/2024,23/09/2024,Azul Cargo,Recife,Pinto,6,6,160.84,Entregue
17550,03/05/2024,12/05/2024,Correios,Salvador,Freitas Verde,9,9,216.69,Entregue
12427,05/03/2024,08/03/2024,Loggi,Salvador,Rocha do Sul,2,3,69.51,Entregue
15812,11/11/2024,12/11/2024,Correios,Curitiba,Martins das Pedras,2,1,113.27,Em trânsito
38027,01/09/2024,07/09/2024,Correios,Curitiba,das Neves,7,6,175.4,Entregue
51305,16/08/2024,22/08/2024,Azul Cargo,São Paulo,Duarte Grande,6,6,72.87,Entregue
13949,15/06/2024,18/06/2024,Azul Cargo,Curitiba,da Cunha do Norte,3,3,273.49,Entregue
1639,28/11/2024,05/12/2024,Jadlog,Salvador,Duarte Verde,4,7,55.65,Entregue
5107,14/04/2024,27/04/2024,Correios,São Paulo,Cunha,10,13,200.47,Entregue
45802,20/11/2024,30/11/2024,Loggi,São Paulo,Castro de Carvalho,8,10,229.42,Entregue
39269,22/08/2024,02/09/2024,Loggi,Belo Horizonte,Nascimento,8,11,293.66,Entregue
20651,22/07/2024,31/07/2024,Loggi,Recife,Rodrigues,7,9,197.22,Entregue
1584,14/09/2024,25/09/2024,Correios,Salvador,Rezende,9,11,174.32,Entregue
23102,09/02/2024,14/02/2024,Jadlog,São Paulo,da Rocha Paulista,3,5,262.76,Entregue
4388,07/01/2024,16/01/2024,Loggi,Belo Horizonte,da Costa Grande,10,9,104.13,Entregue
7782,07/04/2024,20/04/2024,Jadlog,Curitiba,da Luz Grande,10,13,131.43,Entregue
39325,11/12/2024,16/12/2024,Azul Cargo,São Paulo,Ribeiro,5,5,247.0,Entregue
48033,15/02/2024,23/02/2024,Jadlog,Belo Horizonte,Silveira de Aragão,6,8,227.53,Entregue
6391,17/09/2024,25/09/2024,Correios,Recife,Alves,5,8,33.96,Entregue
38246,18/07/2024,30/07/2024,Jadlog,Salvador,da Rosa de Lima,10,12,110.76,Entregue
225,21/06/2024,29/06/2024,Loggi,Curitiba,da Mota da Praia,9,8,228.0,Entregue
16142,23/08/2024,29/08/2024,Correios,Salvador,Barros,7,6,224.79,Entregue
48013,22/02/2024,04/03/2024,Azul Cargo,Recife,da Luz,8,11,150.28,Entregue
13857,21/01/2024,26/01/2024,Jadlog,Salvador,Silva,4,5,137.23,Entregue
4670,22/06/2024,30/06/2024,Azul Cargo,São Paulo,Costela,9,8,168.12,Entregue
48188,28/06/2024,10/07/2024,Jadlog,Belo Horizonte,Gonçalves,10,12,173.53,Entregue
44762,20/01/2024,28/01/2024,Loggi,Belo Horizonte,Lima,8,8,201.27,Entregue
53469,16/10/2024,23/10/2024,Loggi,Belo Horizonte,Jesus Paulista,6,7,135.45,Entregue
13405,01/07/2024,06/07/2024,Loggi,São Paulo,Costela,2,5,105.68,Devolvido
59719,26/11/2024,30/11/2024,Azul Cargo,Curitiba,Correia do Galho,3,4,13.04,Entregue
43113,10/10/2024,14/10/2024,Jadlog,São Paulo,Nogueira Paulista,4,4,237.27,Em trânsito
42775,03/12/2024,11/12/2024,Correios,Belo Horizonte,Moreira de Lima,8,8,177.42,Entregue
40140,14/11/2024,20/11/2024,Azul Cargo,Recife,Pinto de Minas,5,6,270.14,Entregue
62754,01/08/2024,11/08/2024,Loggi,Curitiba,Souza,8,10,28.12,Entregue
64940,19/12/2024,24/12/2024,Loggi,Salvador,Sales do Galho,5,5,183.14,Em trânsito
38278,15/08/2024,27/08/2024,Loggi,São Paulo,Jesus Paulista,9,12,171.1,Em trânsito
59387,18/11/2024,27/11/2024,Azul Cargo,Curitiba,Porto,6,9,275.63,Entregue
66835,10/10/2024,18/10/2024,Jadlog,São Paulo,Pinto,9,8,126.81,Entregue
40665,04/11/2024,13/11/2024,Loggi,Salvador,Barbosa,6,9,94.71,Entregue
713,27/04/2024,03/05/2024,Correios,Belo Horizonte,Cardoso,4,6,293.81,Entregue
25154,21/08/2024,28/08/2024,Azul Cargo,Curitiba,Campos,5,7,255.74,Entregue
32156,06/10/2024,14/10/2024,Correios,Recife,Viana de Cardoso,9,8,218.43,Em trânsito
13326,16/02/2024,22/02/2024,Azul Cargo,São Paulo,Correia,4,6,107.57,Entregue
39123,05/10/2024,07/10/2024,Jadlog,Salvador,Azevedo,2,2,68.3,Entregue
33808,17/06/2024,28/06/2024,Azul Cargo,São Paulo,das Neves do Oeste,8,11,115.93,Em trânsito
2938,28/11/2024,09/12/2024,Loggi,São Paulo,Farias,9,11,30.93,Entregue
19673,10/11/2024,13/11/2024,Azul Cargo,Salvador,Freitas,4,3,233.07,Entregue
11794,06/10/2024,14/10/2024,Jadlog,Salvador,da Conceição das Pedras,5,8,157.37,Entregue
16790,01/01/2024,11/01/2024,Jadlog,São Paulo,Rodrigues,8,10,88.65,Entregue
12702,07/05/2024,11/05/2024,Azul Cargo,Curitiba,Ribeiro,5,4,37.83,Entregue
24186,23/07/2024,29/07/2024,Loggi,Recife,Costela da Serra,3,6,173.62,Entregue
57442,22/07/2024,28/07/2024,Jadlog,Belo Horizonte,Jesus,5,6,69.03,Entregue
5780,21/07/2024,27/07/2024,Azul Cargo,São Paulo,Mendes,7,6,286.46,Entregue
30879,14/05/2024,24/05/2024,Loggi,Recife,Freitas de Moraes,7,10,34.11,Entregue
17363,18/05/2024,26/05/2024,Azul Cargo,Recife,Almeida dos Dourados,7,8,189.61,Entregue
9024,03/04/2024,06/04/2024,Jadlog,Recife,Nascimento,3,3,120.45,Entregue
25312,22/12/2024,29/12/2024,Correios,São Paulo,Carvalho,6,7,62.26,Entregue
38929,24/10/2024,31/10/2024,Azul Cargo,Belo Horizonte,Cardoso,6,7,81.34,Entregue
46386,03/05/2024,08/05/2024,Correios,Recife,Moraes da Prata,3,5,64.27,Entregue
5069,13/03/2024,24/03/2024,Loggi,Curitiba,Pinto,9,11,198.99,Entregue
63474,26/09/2024,07/10/2024,Loggi,Curitiba,Costa,8,11,179.16,Entregue
1290,12/02/2024,17/02/2024,Correios,Belo Horizonte,Costa,2,5,179.18,Devolvido
17961,01/08/2024,03/08/2024,Loggi,Belo Horizonte,da Mata,2,2,190.19,Entregue
45599,05/09/2024,16/09/2024,Azul Cargo,Curitiba,Oliveira Grande,9,11,88.01,Entregue
28477,17/02/2024,21/02/2024,Correios,Belo Horizonte,Azevedo,3,4,192.84,Entregue
66465,14/01/2024,24/01/2024,Correios,Belo Horizonte,Novaes,10,10,252.91,Entregue
68015,03/10/2024,11/10/2024,Azul Cargo,Recife,Nunes,7,8,44.97,Entregue
52516,28/05/2024,01/06/2024,Correios,Belo Horizonte,Rezende,5,4,156.9,Entregue
2759,25/01/2024,27/01/2024,Correios,Recife,Rodrigues de Araújo,2,2,278.63,Entregue
18606,03/10/2024,05/10/2024,Azul Cargo,Recife,Ferreira,3,2,289.08,Entregue
57256,12/10/2024,14/10/2024,Loggi,Salvador,Fernandes do Norte,3,2,44.56,Entregue
63981,26/07/2024,28/07/2024,Loggi,São Paulo,Barros,3,2,23.45,Em trânsito
8875,11/09/2024,20/09/2024,Loggi,Curitiba,Pinto da Praia,6,9,214.46,Entregue
29559,25/01/2024,02/02/2024,Jadlog,Belo Horizonte,Moura,5,8,170.72,Entregue
12554,03/12/2024,12/12/2024,Azul Cargo,São Paulo,Moraes,6,9,79.04,Entregue
21635,15/02/2024,21/02/2024,Loggi,Recife,Lima,3,6,209.85,Devolvido
33154,05/12/2024,15/12/2024,Correios,São Paulo,Silva,8,10,193.84,Entregue
17105,11/12/2024,15/12/2024,Loggi,Curitiba,Moreira de Araújo,3,4,27.05,Entregue
59798,18/04/2024,20/04/2024,Correios,São Paulo,da Luz Alegre,2,2,108.34,Entregue
57654,15/07/2024,20/07/2024,Azul Cargo,Salvador,Silveira Grande,4,5,17.78,Entregue
42299,14/07/2024,26/07/2024,Loggi,Salvador,Ribeiro Verde,9,12,66.51,Em trânsito
32247,17/12/2024,28/12/2024,Correios,Salvador,Lima,9,11,281.31,Entregue
65049,18/03/2024,28/03/2024,Correios,Curitiba,Barbosa,7,10,238.57,Entregue
24923,05/02/2024,14/02/2024,Loggi,Salvador,da Mata de Rocha,7,9,195.22,Entregue
16371,24/10/2024,29/10/2024,Jadlog,Belo Horizonte,Freitas,3,5,129.62,Entregue
27306,05/05/2024,17/05/2024,Azul Cargo,Recife,da Mota,10,12,75.27,Entregue
51641,24/08/2024,28/08/2024,Jadlog,Curitiba,Moura,5,4,234.97,Entregue
7678,21/09/2024,02/10/2024,Jadlog,Salvador,Castro de Carvalho,9,11,271.92,Entregue
4208,16/02/2024,25/02/2024,Correios,Belo Horizonte,Castro do Norte,9,9,66.61,Entregue
66607,09/09/2024,12/09/2024,Azul Cargo,Curitiba,da Paz de Teixeira,2,3,195.05,Em trânsito
46700,10/12/2024,16/12/2024,Correios,Salvador,Pinto da Praia,4,6,14.56,Entregue
60834,13/04/2024,24/04/2024,Jadlog,Salvador,Carvalho,10,11,202.81,Entregue
46785,08/05/2024,13/05/2024,Correios,Belo Horizonte,Duarte de Monteiro,5,5,194.31,Entregue
4912,16/09/2024,19/09/2024,Loggi,Curitiba,Costela,4,3,190.05,Entregue
1585,09/09/2024,20/09/2024,Loggi,Curitiba,Moraes de Goiás,9,11,228.05,Entregue
26131,16/02/2024,23/02/2024,Correios,São Paulo,Pereira,5,7,30.51,Entregue
11981,07/10/2024,16/10/2024,Loggi,Salvador,Alves de Vieira,6,9,296.94,Entregue
62367,17/09/2024,21/09/2024,Correios,Curitiba,da Rocha do Norte,4,4,92.29,Entregue
44945,17/12/2024,26/12/2024,Jadlog,Belo Horizonte,Oliveira,8,9,45.95,Entregue
54879,12/09/2024,13/09/2024,Loggi,Recife,Araújo de Goiás,2,1,182.95,Entregue
8524,27/10/2024,01/11/2024,Azul Cargo,Belo Horizonte,Silveira de da Mota,6,5,264.57,Entregue
59778,05/03/2024,15/03/2024,Azul Cargo,Belo Horizonte,Costela,9,10,234.15,Entregue
25394,08/02/2024,11/02/2024,Loggi,Curitiba,Oliveira Grande,2,3,264.66,Em trânsito
42047,12/05/2024,23/05/2024,Azul Cargo,Curitiba,Correia dos Dourados,9,11,146.02,Entregue
57634,21/05/2024,01/06/2024,Azul Cargo,Belo Horizonte,da Conceição de Campos,8,11,287.9,Entregue
15726,28/06/2024,04/07/2024,Azul Cargo,São Paulo,Fernandes do Galho,6,6,192.61,Em trânsito
23700,21/11/2024,29/11/2024,Jadlog,Belo Horizonte,Sales Paulista,8,8,240.99,Entregue
7885,06/11/2024,09/11/2024,Correios,Recife,Gomes,4,3,182.09,Em trânsito
8286,02/09/2024,11/09/2024,Correios,Belo Horizonte,das Neves,7,9,140.55,Entregue
60427,17/04/2024,24/04/2024,Loggi,Recife,Novaes,4,7,224.39,Entregue
6498,04/11/2024,05/11/2024,Loggi,Salvador,Peixoto dos Dourados,2,1,148.14,Entregue
1680,02/12/2024,05/12/2024,Loggi,Belo Horizonte,da Cunha,3,3,211.6,Entregue
59865,10/09/2024,20/09/2024,Azul Cargo,São Paulo,Fogaça do Galho,10,10,13.95,Entregue
18577,25/08/2024,04/09/2024,Correios,Salvador,Silveira,9,10,199.29,Entregue
15133,10/01/2024,18/01/2024,Correios,São Paulo,da Costa,8,8,47.84,Entregue
54699,14/04/2024,25/04/2024,Loggi,Curitiba,das Neves de Moreira,9,11,56.92,Entregue
33595,28/09/2024,02/10/2024,Correios,São Paulo,Cardoso,2,4,84.5,Em trânsito
14814,13/09/2024,19/09/2024,Correios,Belo Horizonte,da Mata,5,6,286.09,Entregue
63323,12/11/2024,17/11/2024,Azul Cargo,Curitiba,da Luz de Peixoto,5,5,151.13,Entregue
60758,03/12/2024,11/12/2024,Azul Cargo,Belo Horizonte,Moreira de Araújo,8,8,276.44,Entregue
63843,26/04/2024,03/05/2024,Correios,Belo Horizonte,da Luz,7,7,175.25,Entregue
47436,13/01/2024,23/01/2024,Jadlog,Curitiba,Viana de Cardoso,10,10,236.18,Em trânsito
43081,17/08/2024,28/08/2024,Jadlog,São Paulo,Barros de Moura,9,11,171.59,Entregue
3086,23/09/2024,26/09/2024,Azul Cargo,Belo Horizonte,Cunha,4,3,148.83,Entregue
57386,02/05/2024,14/05/2024,Azul Cargo,Belo Horizonte,Pinto,10,12,268.69,Entregue
65895,24/11/2024,25/11/2024,Loggi,São Paulo,Carvalho,2,1,154.56,Entregue
8582,09/01/2024,14/01/2024,Loggi,São Paulo,da Luz dos Dourados,3,5,204.62,Entregue
15231,22/03/2024,03/04/2024,Jadlog,Curitiba,Aragão de Fernandes,9,12,294.41,Entregue
35144,23/01/2024,25/01/2024,Jadlog,São Paulo,Azevedo do Galho,2,2,36.72,Entregue
57635,19/06/2024,23/06/2024,Jadlog,Recife,da Mota Grande,2,4,222.02,Entregue
62359,18/09/2024,30/09/2024,Loggi,Recife,Santos,10,12,240.15,Em trânsito
32786,13/12/2024,26/12/2024,Correios,Salvador,Silva,10,13,126.32,Entregue
62421,08/01/2024,16/01/2024,Correios,Curitiba,Fernandes,6,8,213.39,Entregue
65207,03/06/2024,04/06/2024,Loggi,Salvador,Freitas Verde,2,1,225.92,Entregue
4231,06/03/2024,15/03/2024,Azul Cargo,Recife,Carvalho,6,9,19.57,Entregue
12605,20/02/2024,27/02/2024,Azul Cargo,Curitiba,Oliveira da Serra,7,7,87.41,Entregue
39593,04/06/2024,14/06/2024,Azul Cargo,São Paulo,Ferreira da Prata,10,10,20.52,Entregue
4776,28/01/2024,01/02/2024,Correios,Salvador,Gonçalves,3,4,296.68,Entregue
40793,02/05/2024,11/05/2024,Azul Cargo,Recife,Pereira do Galho,10,9,164.84,Entregue
51599,07/05/2024,09/05/2024,Correios,Belo Horizonte,Gomes,3,2,284.7,Entregue
7221,21/02/2024,01/03/2024,Azul Cargo,Belo Horizonte,Costela do Sul,9,9,247.49,Entregue
33891,24/12/2024,29/12/2024,Jadlog,Curitiba,da Conceição Verde,2,5,105.44,Entregue
60942,16/11/2024,23/11/2024,Azul Cargo,Recife,Souza,6,7,77.98,Entregue
65705,27/07/2024,04/08/2024,Loggi,Salvador,Teixeira de Souza,7,8,162.33,Entregue
7616,22/05/2024,28/05/2024,Jadlog,São Paulo,Duarte de Monteiro,4,6,177.17,Entregue
777,09/08/2024,13/08/2024,Correios,Curitiba,Cunha do Galho,5,4,257.78,Em trânsito
66609,21/09/2024,25/09/2024,Azul Cargo,Belo Horizonte,Viana de Fogaça,2,4,223.91,Entregue
67405,28/04/2024,05/05/2024,Jadlog,Salvador,Melo,6,7,50.53,Entregue
42436,19/02/2024,27/02/2024,Jadlog,Curitiba,Ribeiro,5,8,131.1,Em trânsito
13827,28/12/2024,05/01/2025,Correios,Belo Horizonte,Ribeiro,9,8,269.85,Entregue
45733,06/06/2024,08/06/2024,Loggi,São Paulo,Azevedo,2,2,98.29,Entregue
4544,18/11/2024,22/11/2024,Azul Cargo,São Paulo,Santos,3,4,21.07,Entregue
56808,07/05/2024,11/05/2024,Loggi,São Paulo,Araújo,2,4,151.14,Entregue
54498,09/07/2024,19/07/2024,Azul Cargo,Belo Horizonte,Teixeira Paulista,8,10,150.73,Entregue
21679,26/06/2024,30/06/2024,Jadlog,Curitiba,Gomes do Oeste,3,4,136.81,Entregue
22205,17/04/2024,20/04/2024,Loggi,Belo Horizonte,Freitas do Norte,4,3,283.52,Em trânsito
62707,25/07/2024,28/07/2024,Jadlog,São Paulo,Aragão,3,3,28.33,Entregue
37738,15/12/2024,28/12/2024,Jadlog,Recife,Pereira,10,13,121.7,Entregue
46264,23/11/2024,24/11/2024,Azul Cargo,Belo Horizonte,Viana de Cardoso,2,1,91.3,Entregue
463,07/12/2024,10/12/2024,Jadlog,Recife,Nogueira,3,3,155.72,Em trânsito
62628,24/05/2024,04/06/2024,Loggi,Recife,Barros de Cardoso,8,11,258.16,Entregue
11934,07/07/2024,16/07/2024,Jadlog,Salvador,Cardoso,8,9,55.7,Entregue
