venda_id;data_venda;produto_id;loja_id;cliente_id;quantidade_vendida;valor_unitario;valor_total;forma_pagamento;canal_venda
63272;21/08/2024;283;1;587;5;1777.76;8888.8;Pix;E-commerce
63273;10/08/2024;283;2;378;3;1710.39;5131.17;Cartão;Loja Física
63274;15/08/2024;283;2;279;2;1868.59;3737.18;Pix;Loja Física
63275;26/08/2024;283;2;426;3;1699.03;5097.09;Cartão;Loja Física
63276;15/08/2024;283;3;796;1;1779.47;1779.47;Cartão;Loja Física
63277;08/08/2024;283;1;415;1;1974.79;1974.79;Boleto;Loja Física
63278;04/08/2024;283;1;796;1;1882.21;1882.21;Cartão;Loja Física
63279;27/08/2024;283;3;519;2;2132.44;4264.88;Boleto;Loja Física
63280;02/09/2024;283;2;202;1;2050.33;2050.33;Cartão;Loja Física
63281;17/09/2024;283;1;704;1;2130.17;2130.17;Cartão;E-commerce
63282;17/09/2024;283;3;232;2;1863.49;3726.98;Pix;Loja Física
63283;10/09/2024;283;3;788;2;1734.99;3469.98;Cartão;Loja Física
63284;06/09/2024;283;3;328;2;1978.13;3956.26;Dinheiro;E-commerce
63285;14/09/2024;283;3;263;4;1897.25;7589.0;Pix;Loja Física
63286;14/09/2024;283;3;520;1;1707.0;1707.0;Cartão;Loja Física
63287;08/09/2024;283;1;779;2;2070.91;4141.82;Pix;E-commerce
63288;26/09/2024;283;3;378;1;1956.81;1956.81;Cartão;E-commerce
63289;24/09/2024;283;2;682;1;1806.45;1806.45;Pix;Loja Física
63290;05/09/2024;283;2;243;1;1948.79;1948.79;Cartão;Telefone
63291;23/09/2024;283;3;256;3;2012.64;6037.92;Cartão;E-commerce
63292;08/09/2024;283;3;419;1;1747.87;1747.87;Cartão;Loja Física
63293;11/10/2024;283;1;339;1;1909.99;1909.99;Cartão;Loja Física
63294;13/10/2024;283;3;487;1;1731.38;1731.38;Cartão;E-commerce
63295;02/10/2024;283;1;3;1;2099.58;2099.58;Pix;Telefone
63296;27/10/2024;283;3;362;1;1992.33;1992.33;Cartão;Telefone
63297;21/10/2024;283;1;692;1;1753.8;1753.8;Cartão;Loja Física
63298;27/10/2024;283;3;164;1;1749.61;1749.61;Cartão;E-commerce
63299;17/10/2024;283;1;149;1;1994.32;1994.32;Cartão;Loja Física
63300;20/10/2024;283;2;338;1;1867.95;1867.95;Pix;Loja Física
63301;23/10/2024;283;3;266;1;2066.2;2066.2;Cartão;Loja Física
63302;05/10/2024;283;2;500;1;1866.7;1866.7;Dinheiro;E-commerce
63303;23/10/2024;283;3;199;5;2098.58;10492.9;Cartão;E-commerce
63304;01/10/2024;283;2;436;1;2109.69;2109.69;Cartão;E-commerce
63305;23/10/2024;283;2;746;1;2054.61;2054.61;Pix;E-commerce
63306;10/10/2024;283;3;63;1;1701.15;1701.15;Pix;Loja Física
63307;20/10/2024;283;1;14;5;1788.69;8943.45;Boleto;E-commerce
63308;06/10/2024;283;2;726;1;2128.76;2128.76;Cartão;Loja Física
63309;13/11/2024;283;3;64;2;1978.14;3956.28;Cartão;E-commerce
63310;19/11/2024;283;3;366;2;2034.67;4069.34;Dinheiro;Loja Física
63311;26/11/2024;283;1;543;1;1892.52;1892.52;Pix;E-commerce
63312;03/11/2024;283;1;670;1;2058.72;2058.72;Cartão;Telefone
63313;11/11/2024;283;1;46;1;2108.34;2108.34;Pix;E-commerce
63314;28/11/2024;283;3;346;3;2133.47;6400.41;Cartão;E-commerce
63315;14/11/2024;283;3;510;1;1878.84;1878.84;Boleto;Loja Física
63316;21/11/2024;283;2;514;3;2111.6;6334.8;Cartão;Loja Física
63317;26/11/2024;283;3;570;1;1893.59;1893.59;Cartão;E-commerce
63318;17/11/2024;283;1;664;1;1941.54;1941.54;Dinheiro;Loja Física
63319;13/11/2024;283;1;313;2;1721.14;3442.28;Cartão;Loja Física
63320;26/11/2024;283;2;529;2;2054.86;4109.72;Cartão;E-commerce
63321;09/11/2024;283;2;289;1;1972.81;1972.81;Cartão;E-commerce
63322;20/11/2024;283;3;349;1;1755.31;1755.31;Cartão;Loja Física
63323;12/11/2024;283;3;423;2;1739.74;3479.48;Pix;E-commerce
63324;04/12/2024;283;3;563;1;1814.02;1814.02;Pix;Loja Física
63325;24/12/2024;283;1;49;2;2076.06;4152.12;Cartão;E-commerce
63326;19/12/2024;283;1;497;1;1943.62;1943.62;Cartão;Loja Física
63327;08/12/2024;283;3;300;1;2038.74;2038.74;Cartão;E-commerce
63328;14/12/2024;283;3;745;1;2031.38;2031.38;Cartão;Loja Física
63329;03/12/2024;283;1;219;1;2148.57;2148.57;Cartão;Loja Física
63330;27/12/2024;283;2;440;2;1818.27;3636.54;Cartão;Loja Física
63331;20/12/2024;283;2;703;1;2076.02;2076.02;Cartão;Loja Física
63332;13/12/2024;283;3;438;2;2119.21;4238.42;Cartão;Loja Física
63333;10/12/2024;283;3;243;1;1826.46;1826.46;Pix;E-commerce
63334;02/12/2024;283;3;82;1;1854.66;1854.66;Boleto;E-commerce
63335;26/12/2024;283;3;374;1;2025.19;2025.19;Cartão;Loja Física
63336;08/12/2024;283;1;213;1;1842.42;1842.42;Dinheiro;Loja Física
63337;14/12/2024;283;2;623;4;1730.98;6923.92;Cartão;Loja Física
63338;27/01/2024;284;2;645;1;932.59;932.59;Dinheiro;Telefone
63339;01/01/2024;284;1;575;1;832.28;832.28;Cartão;Telefone
63340;17/01/2024;284;2;599;4;812.66;3250.64;Cartão;E-commerce
63341;23/01/2024;284;1;286;1;906.04;906.04;Cartão;Loja Física
63342;26/01/2024;284;2;304;1;763.32;763.32;Cartão;Loja Física
63343;02/01/2024;284;1;722;2;806.53;1613.06;Cartão;Loja Física
63344;25/01/2024;284;2;569;1;812.95;812.95;Pix;Loja Física
63345;21/01/2024;284;1;556;2;827.63;1655.26;Cartão;E-commerce
63346;16/01/2024;284;2;47;2;768.53;1537.06;Boleto;Loja Física
63347;28/01/2024;284;1;29;1;943.99;943.99;Cartão;E-commerce
63348;21/01/2024;284;1;193;1;783.63;783.63;Cartão;Loja Física
63349;25/02/2024;284;2;83;1;773.05;773.05;Cartão;Loja Física
63350;14/02/2024;284;2;640;1;851.65;851.65;Cartão;Loja Física
63351;04/02/2024;284;2;64;1;777.2;777.2;Pix;E-commerce
63352;10/02/2024;284;3;632;2;929.32;1858.64;Pix;E-commerce
63353;11/02/2024;284;2;507;1;835.62;835.62;Cartão;Loja Física
63354;13/02/2024;284;1;116;2;854.34;1708.68;Cartão;Loja Física
63355;14/02/2024;284;3;485;2;924.66;1849.32;Cartão;Loja Física
63356;04/02/2024;284;2;708;2;748.5;1497.0;Cartão;Telefone
63357;12/02/2024;284;1;508;2;927.94;1855.88;Cartão;E-commerce
63358;26/02/2024;284;1;253;3;895.61;2686.83;Pix;Loja Física
63359;04/02/2024;284;3;419;1;771.44;771.44;Boleto;E-commerce
63360;15/02/2024;284;2;112;1;894.24;894.24;Cartão;Loja Física
63361;15/02/2024;284;3;69;1;816.81;816.81;Cartão;Loja Física
63362;26/02/2024;284;2;99;4;777.53;3110.12;Dinheiro;Loja Física
63363;25/02/2024;284;3;577;1;801.41;801.41;Cartão;Telefone
63364;13/02/2024;284;1;741;2;793.14;1586.28;Cartão;Loja Física
63365;10/02/2024;284;1;694;1;751.27;751.27;Pix;Loja Física
63366;08/02/2024;284;1;557;1;937.16;937.16;Pix;Loja Física
63367;27/02/2024;284;1;3;1;816.03;816.03;Cartão;E-commerce
63368;03/02/2024;284;3;705;1;789.84;789.84;Cartão;Loja Física
63369;05/02/2024;284;3;702;1;807.89;807.89;Pix;Loja Física
63370;18/02/2024;284;3;43;2;760.85;1521.7;Cartão;Loja Física
63371;05/03/2024;284;2;412;1;740.23;740.23;Pix;E-commerce
63372;24/03/2024;284;2;605;2;845.12;1690.24;Cartão;E-commerce
63373;22/03/2024;284;1;7;1;941.95;941.95;Cartão;Loja Física
63374;19/03/2024;284;3;280;5;830.32;4151.6;Cartão;Telefone
63375;19/03/2024;284;2;567;2;743.07;1486.14;Cartão;Telefone
63376;14/03/2024;284;1;144;1;840.68;840.68;Dinheiro;E-commerce
63377;28/03/2024;284;3;80;2;893.08;1786.16;Pix;Telefone
63378;22/03/2024;284;2;786;2;910.51;1821.02;Cartão;Loja Física
63379;07/03/2024;284;3;703;1;799.37;799.37;Pix;E-commerce
63380;27/03/2024;284;3;176;2;855.04;1710.08;Cartão;E-commerce
63381;20/03/2024;284;1;192;1;940.87;940.87;Cartão;Telefone
63382;11/03/2024;284;2;237;1;788.55;788.55;Dinheiro;Loja Física
63383;10/04/2024;284;1;721;1;758.83;758.83;Cartão;Loja Física
63384;18/04/2024;284;3;702;1;812.38;812.38;Cartão;E-commerce
63385;20/04/2024;284;3;649;2;780.96;1561.92;Pix;Telefone
63386;11/04/2024;284;3;370;1;928.74;928.74;Cartão;Loja Física
63387;28/04/2024;284;2;138;2;848.54;1697.08;Cartão;Loja Física
63388;16/04/2024;284;1;297;2;920.0;1840.0;Pix;E-commerce
63389;11/04/2024;284;2;446;1;943.18;943.18;Boleto;E-commerce
63390;12/04/2024;284;2;423;1;743.06;743.06;Cartão;E-commerce
63391;03/04/2024;284;1;758;1;838.87;838.87;Cartão;Loja Física
63392;09/04/2024;284;1;511;2;817.92;1635.84;Cartão;E-commerce
63393;22/04/2024;284;1;317;2;940.55;1881.1;Pix;Loja Física
63394;27/04/2024;284;2;435;2;893.17;1786.34;Cartão;Loja Física
63395;28/04/2024;284;3;326;1;740.8;740.8;Pix;E-commerce
63396;24/04/2024;284;2;136;1;792.81;792.81;Cartão;E-commerce
63397;01/04/2024;284;3;652;3;808.91;2426.73;Cartão;Loja Física
63398;16/04/2024;284;3;355;2;883.24;1766.48;Cartão;Loja Física
63399;17/04/2024;284;2;571;1;832.34;832.34;Cartão;Loja Física
63400;04/04/2024;284;2;419;1;811.05;811.05;Pix;Loja Física
63401;20/04/2024;284;2;631;1;927.4;927.4;Cartão;Loja Física
63402;22/04/2024;284;3;741;1;834.53;834.53;Pix;E-commerce
63403;14/04/2024;284;2;241;1;864.36;864.36;Pix;Loja Física
63404;25/05/2024;284;3;451;1;782.05;782.05;Pix;E-commerce
63405;07/05/2024;284;3;171;1;781.05;781.05;Cartão;E-commerce
63406;01/05/2024;284;2;415;1;873.01;873.01;Cartão;Loja Física
63407;20/05/2024;284;1;685;1;917.17;917.17;Cartão;E-commerce
63408;13/05/2024;284;1;764;5;782.23;3911.15;Cartão;Loja Física
63409;19/05/2024;284;2;156;1;770.29;770.29;Cartão;E-commerce
63410;20/05/2024;284;3;644;3;849.63;2548.89;Pix;E-commerce
63411;23/05/2024;284;3;615;1;816.66;816.66;Dinheiro;E-commerce
63412;02/05/2024;284;1;199;1;936.8;936.8;Cartão;Loja Física
63413;17/05/2024;284;1;47;2;943.91;1887.82;Pix;Loja Física
63414;19/05/2024;284;1;12;1;925.17;925.17;Pix;Loja Física
63415;15/05/2024;284;3;455;2;806.13;1612.26;Dinheiro;Loja Física
63416;20/05/2024;284;2;372;1;879.05;879.05;Cartão;Telefone
63417;05/05/2024;284;2;395;1;914.97;914.97;Pix;E-commerce
63418;14/05/2024;284;2;560;2;874.39;1748.78;Cartão;E-commerce
63419;17/05/2024;284;1;25;2;883.59;1767.18;Cartão;E-commerce
63420;28/05/2024;284;2;556;2;766.16;1532.32;Cartão;E-commerce
63421;18/05/2024;284;3;763;1;835.7;835.7;Cartão;E-commerce
63422;05/05/2024;284;1;177;5;858.23;4291.15;Cartão;Loja Física
63423;06/05/2024;284;2;676;3;850.67;2552.01;Cartão;E-commerce
63424;19/05/2024;284;2;380;1;771.35;771.35;Cartão;Loja Física
63425;12/06/2024;284;1;488;2;767.11;1534.22;Cartão;Loja Física
63426;18/06/2024;284;1;295;2;864.19;1728.38;Dinheiro;Loja Física
63427;13/06/2024;284;2;438;1;871.15;871.15;Cartão;Loja Física
63428;10/06/2024;284;1;499;1;939.53;939.53;Boleto;E-commerce
63429;04/06/2024;284;3;685;3;827.63;2482.89;Cartão;Loja Física
63430;03/06/2024;284;1;193;1;905.66;905.66;Cartão;Loja Física
63431;01/06/2024;284;2;581;1;893.8;893.8;Cartão;E-commerce
63432;17/06/2024;284;2;594;1;800.63;800.63;Cartão;E-commerce
63433;06/06/2024;284;3;622;2;936.41;1872.82;Cartão;Loja Física
63434;03/06/2024;284;1;170;1;906.12;906.12;Boleto;Loja Física
63435;14/06/2024;284;3;638;1;916.65;916.65;Boleto;E-commerce
63436;23/06/2024;284;1;748;4;740.79;2963.16;Cartão;Loja Física
63437;27/07/2024;284;1;286;2;783.09;1566.18;Cartão;Loja Física
63438;08/07/2024;284;1;657;1;899.12;899.12;Pix;Loja Física
63439;19/07/2024;284;3;256;5;893.44;4467.2;Cartão;E-commerce
63440;10/07/2024;284;3;100;2;785.66;1571.32;Cartão;Loja Física
63441;04/07/2024;284;3;165;2;789.01;1578.02;Pix;E-commerce
63442;08/07/2024;284;1;345;2;755.25;1510.5;Cartão;E-commerce
63443;18/07/2024;284;3;165;1;928.83;928.83;Boleto;E-commerce
63444;10/07/2024;284;3;473;1;806.21;806.21;Pix;E-commerce
63445;17/07/2024;284;2;287;1;869.95;869.95;Cartão;Loja Física
63446;06/07/2024;284;1;695;3;864.7;2594.1;Cartão;E-commerce
63447;23/07/2024;284;1;506;2;753.0;1506.0;Cartão;E-commerce
63448;27/07/2024;284;3;489;2;825.26;1650.52;Cartão;E-commerce
63449;03/07/2024;284;2;781;1;811.93;811.93;Cartão;E-commerce
63450;15/08/2024;284;2;458;2;769.36;1538.72;Cartão;Loja Física
63451;25/08/2024;284;2;458;1;752.71;752.71;Cartão;Telefone
63452;17/08/2024;284;3;20;1;873.27;873.27;Cartão;E-commerce
63453;18/08/2024;284;3;606;4;836.84;3347.36;Dinheiro;Loja Física
63454;17/08/2024;284;2;152;2;813.12;1626.24;Dinheiro;E-commerce
63455;12/08/2024;284;2;643;1;747.22;747.22;Cartão;E-commerce
63456;07/08/2024;284;3;417;1;749.86;749.86;Dinheiro;E-commerce
63457;28/08/2024;284;1;759;1;833.33;833.33;Pix;Loja Física
63458;24/08/2024;284;3;794;2;857.04;1714.08;Cartão;E-commerce
63459;28/08/2024;284;3;679;2;834.74;1669.48;Cartão;Telefone
63460;10/08/2024;284;3;74;2;887.24;1774.48;Cartão;Loja Física
63461;05/08/2024;284;3;136;2;792.52;1585.04;Cartão;E-commerce
63462;08/08/2024;284;2;148;2;798.49;1596.98;Cartão;Loja Física
63463;27/08/2024;284;2;226;1;795.48;795.48;Pix;E-commerce
63464;05/08/2024;284;2;77;1;865.9;865.9;Boleto;Loja Física
63465;24/08/2024;284;3;406;3;831.79;2495.37;Cartão;Loja Física
63466;03/08/2024;284;2;251;1;934.13;934.13;Boleto;E-commerce
63467;03/08/2024;284;3;706;1;742.85;742.85;Pix;Loja Física
63468;03/09/2024;284;2;169;2;839.63;1679.26;Pix;E-commerce
63469;24/09/2024;284;2;584;1;745.65;745.65;Cartão;Loja Física
63470;06/09/2024;284;3;117;2;763.21;1526.42;Cartão;Loja Física
63471;18/09/2024;284;2;10;3;918.46;2755.38;Cartão;Telefone
63472;04/09/2024;284;1;360;1;894.56;894.56;Dinheiro;Loja Física
63473;22/09/2024;284;1;524;3;872.26;2616.78;Dinheiro;Loja Física
63474;26/09/2024;284;3;553;5;755.06;3775.3;Cartão;Loja Física
63475;08/09/2024;284;1;799;2;817.67;1635.34;Dinheiro;E-commerce
63476;25/09/2024;284;3;722;1;787.55;787.55;Cartão;E-commerce
63477;14/09/2024;284;2;613;2;813.27;1626.54;Pix;Telefone
63478;28/09/2024;284;3;596;2;867.28;1734.56;Cartão;Loja Física
63479;27/09/2024;284;1;781;1;868.95;868.95;Cartão;E-commerce
63480;10/09/2024;284;1;767;1;923.1;923.1;Boleto;Telefone
63481;17/10/2024;284;3;399;3;856.52;2569.56;Cartão;Loja Física
63482;28/10/2024;284;1;44;1;854.9;854.9;Cartão;Loja Física
63483;01/10/2024;284;2;589;1;763.57;763.57;Cartão;E-commerce
63484;23/10/2024;284;1;144;3;754.84;2264.52;Pix;Loja Física
63485;17/10/2024;284;1;685;3;833.93;2501.79;Pix;E-commerce
63486;12/10/2024;284;1;554;3;849.43;2548.29;Pix;Loja Física
63487;04/10/2024;284;1;471;1;864.61;864.61;Dinheiro;Loja Física
63488;23/10/2024;284;2;155;5;929.79;4648.95;Cartão;E-commerce
63489;25/10/2024;284;3;579;1;782.19;782.19;Pix;E-commerce
63490;07/10/2024;284;1;696;4;767.35;3069.4;Cartão;E-commerce
63491;19/10/2024;284;3;779;1;877.94;877.94;Pix;Telefone
63492;18/10/2024;284;3;456;1;871.11;871.11;Cartão;Loja Física
63493;15/10/2024;284;1;266;1;850.94;850.94;Pix;Loja Física
63494;25/11/2024;284;1;437;5;754.31;3771.55;Cartão;Loja Física
63495;07/11/2024;284;3;192;1;874.01;874.01;Cartão;Loja Física
63496;01/11/2024;284;3;794;1;856.92;856.92;Boleto;Loja Física
63497;02/11/2024;284;1;351;1;849.49;849.49;Dinheiro;E-commerce
63498;15/11/2024;284;3;185;1;842.28;842.28;Cartão;E-commerce
63499;08/11/2024;284;2;177;1;914.18;914.18;Cartão;E-commerce
63500;20/11/2024;284;3;548;3;928.01;2784.03;Cartão;Telefone
63501;12/11/2024;284;2;719;1;923.51;923.51;Pix;E-commerce
63502;17/11/2024;284;3;419;1;891.06;891.06;Cartão;Loja Física
63503;21/11/2024;284;2;268;1;785.45;785.45;Dinheiro;Telefone
63504;27/11/2024;284;2;2;1;791.9;791.9;Dinheiro;E-commerce
63505;22/11/2024;284;3;661;2;841.18;1682.36;Cartão;E-commerce
63506;07/11/2024;284;3;334;2;814.4;1628.8;Cartão;Loja Física
63507;08/11/2024;284;1;351;4;928.47;3713.88;Boleto;Telefone
63508;03/11/2024;284;1;75;3;824.16;2472.48;Cartão;Loja Física
63509;24/11/2024;284;2;498;2;944.12;1888.24;Boleto;Loja Física
63510;17/11/2024;284;3;66;1;897.79;897.79;Cartão;Loja Física
63511;21/11/2024;284;3;689;5;814.35;4071.75;Cartão;E-commerce
63512;24/11/2024;284;2;749;1;748.09;748.09;Boleto;Loja Física
63513;02/11/2024;284;3;794;1;852.22;852.22;Pix;Loja Física
63514;24/12/2024;284;2;83;2;932.07;1864.14;Pix;E-commerce
63515;21/12/2024;284;2;436;1;759.92;759.92;Cartão;E-commerce
63516;04/12/2024;284;1;5;1;930.12;930.12;Cartão;E-commerce
63517;21/12/2024;284;3;122;2;858.47;1716.94;Cartão;E-commerce
63518;07/12/2024;284;2;753;1;832.35;832.35;Pix;E-commerce
63519;14/12/2024;284;1;363;1;838.85;838.85;Cartão;Loja Física
63520;26/12/2024;284;1;432;1;746.7;746.7;Cartão;Loja Física
63521;10/12/2024;284;1;39;1;819.39;819.39;Cartão;E-commerce
63522;03/12/2024;284;2;35;3;824.73;2474.19;Cartão;Loja Física
63523;04/12/2024;284;3;444;1;861.11;861.11;Dinheiro;Loja Física
63524;26/12/2024;284;2;53;1;745.61;745.61;Boleto;Loja Física
63525;28/12/2024;284;3;590;3;919.12;2757.36;Pix;Loja Física
63526;18/12/2024;284;3;549;1;764.02;764.02;Pix;Loja Física
63527;11/12/2024;284;2;742;1;936.32;936.32;Pix;Loja Física
63528;18/12/2024;284;2;389;1;830.57;830.57;Cartão;Loja Física
63529;20/12/2024;284;1;171;1;883.71;883.71;Cartão;Loja Física
63530;14/12/2024;284;2;485;1;787.1;787.1;Cartão;Loja Física
63531;20/12/2024;284;3;135;1;791.3;791.3;Cartão;Loja Física
63532;24/01/2024;285;2;118;1;2057.8;2057.8;Dinheiro;Telefone
63533;02/01/2024;285;3;782;3;2139.45;6418.35;Cartão;Loja Física
63534;17/01/2024;285;1;538;5;2325.51;11627.55;Cartão;E-commerce
63535;12/01/2024;285;1;681;5;2529.55;12647.75;Cartão;Loja Física
63536;03/01/2024;285;1;740;1;2030.47;2030.47;Cartão;Loja Física
63537;18/01/2024;285;1;726;1;1989.45;1989.45;Pix;Loja Física
63538;04/01/2024;285;3;108;1;2100.16;2100.16;Cartão;E-commerce
63539;13/01/2024;285;1;138;3;2249.5;6748.5;Cartão;E-commerce
63540;27/01/2024;285;3;722;1;2407.56;2407.56;Cartão;Loja Física
63541;03/01/2024;285;3;692;1;2537.93;2537.93;Cartão;Loja Física
63542;05/01/2024;285;3;537;2;2429.77;4859.54;Cartão;Telefone
63543;06/01/2024;285;3;694;1;2322.48;2322.48;Pix;E-commerce
63544;27/01/2024;285;2;123;1;2261.34;2261.34;Cartão;Loja Física
63545;11/01/2024;285;3;65;2;2204.1;4408.2;Dinheiro;Loja Física
63546;24/01/2024;285;2;342;1;2417.46;2417.46;Cartão;E-commerce
63547;11/01/2024;285;1;305;1;2500.68;2500.68;Pix;Telefone
63548;19/01/2024;285;1;608;4;2105.64;8422.56;Cartão;E-commerce
63549;26/01/2024;285;2;325;2;2538.5;5077.0;Cartão;Loja Física
63550;05/01/2024;285;3;84;2;2100.43;4200.86;Cartão;Loja Física
63551;20/02/2024;285;2;310;1;2394.42;2394.42;Cartão;Loja Física
63552;15/02/2024;285;3;18;1;2469.62;2469.62;Cartão;Loja Física
63553;20/02/2024;285;3;757;1;2232.46;2232.46;Cartão;Loja Física
63554;19/02/2024;285;2;706;1;2367.74;2367.74;Boleto;E-commerce
63555;06/02/2024;285;3;320;1;2186.66;2186.66;Cartão;Telefone
63556;23/02/2024;285;1;37;1;2466.26;2466.26;Cartão;E-commerce
63557;24/02/2024;285;2;661;2;2494.68;4989.36;Cartão;Loja Física
63558;01/02/2024;285;2;367;2;2488.22;4976.44;Cartão;E-commerce
63559;10/02/2024;285;2;597;1;2090.98;2090.98;Pix;E-commerce
63560;20/02/2024;285;3;175;1;2289.14;2289.14;Cartão;Loja Física
63561;17/02/2024;285;1;307;5;2213.88;11069.4;Cartão;E-commerce
63562;04/02/2024;285;3;756;4;2158.48;8633.92;Cartão;Loja Física
63563;12/02/2024;285;1;482;2;2040.41;4080.82;Cartão;Loja Física
63564;19/02/2024;285;1;285;4;2366.2;9464.8;Dinheiro;E-commerce
63565;13/02/2024;285;1;175;1;2176.75;2176.75;Cartão;E-commerce
63566;01/03/2024;285;3;480;1;2157.07;2157.07;Boleto;E-commerce
63567;22/03/2024;285;3;422;2;2123.39;4246.78;Cartão;E-commerce
63568;06/03/2024;285;2;47;1;2507.17;2507.17;Cartão;Telefone
63569;23/03/2024;285;3;443;1;2006.72;2006.72;Pix;Loja Física
63570;28/03/2024;285;3;739;1;2134.07;2134.07;Pix;Loja Física
63571;15/03/2024;285;3;772;4;2532.03;10128.12;Cartão;Loja Física
63572;06/03/2024;285;1;183;5;2312.53;11562.65;Pix;Loja Física
63573;06/03/2024;285;3;57;1;2461.56;2461.56;Cartão;Loja Física
63574;16/03/2024;285;2;277;1;2474.31;2474.31;Dinheiro;Loja Física
63575;08/03/2024;285;3;32;1;2329.33;2329.33;Cartão;Loja Física
63576;12/03/2024;285;2;780;1;2118.77;2118.77;Dinheiro;Loja Física
63577;25/03/2024;285;2;438;5;2140.28;10701.4;Cartão;Loja Física
63578;20/03/2024;285;3;672;2;2499.93;4999.86;Dinheiro;E-commerce
63579;12/03/2024;285;1;388;1;2519.82;2519.82;Cartão;E-commerce
63580;15/04/2024;285;1;608;2;2513.78;5027.56;Cartão;E-commerce
63581;18/04/2024;285;3;234;1;2533.05;2533.05;Cartão;Loja Física
63582;01/04/2024;285;1;380;3;2028.09;6084.27;Cartão;Loja Física
63583;11/04/2024;285;3;293;1;2162.12;2162.12;Cartão;Loja Física
63584;22/04/2024;285;3;733;1;2369.53;2369.53;Pix;Loja Física
63585;03/04/2024;285;3;321;1;1996.81;1996.81;Cartão;E-commerce
63586;03/04/2024;285;3;474;4;2342.29;9369.16;Cartão;E-commerce
63587;10/04/2024;285;3;794;1;2091.69;2091.69;Pix;E-commerce
63588;06/04/2024;285;3;568;2;2336.39;4672.78;Cartão;Telefone
63589;08/04/2024;285;2;308;3;1994.42;5983.26;Cartão;E-commerce
63590;03/05/2024;285;2;319;1;2328.82;2328.82;Dinheiro;Loja Física
63591;22/05/2024;285;2;2;1;2014.34;2014.34;Cartão;E-commerce
63592;05/05/2024;285;3;543;4;2516.82;10067.28;Dinheiro;Loja Física
63593;07/05/2024;285;3;694;2;2270.41;4540.82;Cartão;Loja Física
63594;02/05/2024;285;1;163;2;2162.44;4324.88;Cartão;Loja Física
63595;05/05/2024;285;3;430;2;2051.13;4102.26;Cartão;Loja Física
63596;05/05/2024;285;3;691;2;2127.26;4254.52;Cartão;E-commerce
63597;04/05/2024;285;2;589;1;2004.37;2004.37;Cartão;Loja Física
63598;24/05/2024;285;3;340;1;2191.9;2191.9;Pix;Loja Física
63599;04/05/2024;285;2;198;4;2114.54;8458.16;Boleto;Loja Física
63600;13/05/2024;285;1;206;1;2392.87;2392.87;Cartão;Loja Física
63601;05/05/2024;285;3;419;2;2453.5;4907.0;Cartão;Loja Física
63602;20/06/2024;285;1;785;4;2380.53;9522.12;Pix;Loja Física
63603;14/06/2024;285;1;193;1;2377.9;2377.9;Pix;Telefone
63604;17/06/2024;285;3;235;1;2070.06;2070.06;Cartão;Loja Física
63605;23/06/2024;285;3;781;4;2067.67;8270.68;Cartão;E-commerce
63606;23/06/2024;285;1;776;5;2071.52;10357.6;Cartão;E-commerce
63607;20/06/2024;285;1;424;1;2183.34;2183.34;Cartão;E-commerce
63608;09/06/2024;285;2;369;4;2357.02;9428.08;Cartão;Loja Física
63609;14/06/2024;285;1;715;1;2305.45;2305.45;Cartão;Loja Física
63610;11/06/2024;285;1;235;1;2410.0;2410.0;Pix;Telefone
63611;28/06/2024;285;1;240;1;2347.12;2347.12;Cartão;Loja Física
63612;05/06/2024;285;2;82;4;2265.54;9062.16;Cartão;E-commerce
63613;28/06/2024;285;1;752;5;2165.79;10828.95;Pix;Telefone
63614;09/06/2024;285;1;40;1;2521.98;2521.98;Cartão;E-commerce
63615;20/07/2024;285;2;228;1;2065.52;2065.52;Cartão;Telefone
63616;07/07/2024;285;2;467;4;2274.86;9099.44;Dinheiro;E-commerce
63617;03/07/2024;285;3;685;2;2017.12;4034.24;Cartão;Loja Física
63618;10/07/2024;285;1;360;1;2447.12;2447.12;Dinheiro;E-commerce
63619;02/07/2024;285;3;513;2;2477.97;4955.94;Pix;Loja Física
63620;14/07/2024;285;2;227;1;2104.69;2104.69;Cartão;Loja Física
63621;23/07/2024;285;2;753;2;2337.55;4675.1;Cartão;Loja Física
63622;16/07/2024;285;1;360;2;2493.95;4987.9;Dinheiro;Telefone
63623;05/07/2024;285;1;320;1;2308.31;2308.31;Pix;Loja Física
63624;22/07/2024;285;3;439;2;2045.85;4091.7;Cartão;Telefone
63625;01/07/2024;285;2;324;2;2149.17;4298.34;Cartão;E-commerce
63626;15/07/2024;285;1;353;1;2236.05;2236.05;Pix;Loja Física
63627;26/07/2024;285;3;734;2;2320.1;4640.2;Dinheiro;E-commerce
63628;02/07/2024;285;2;516;1;2329.97;2329.97;Cartão;Loja Física
63629;11/07/2024;285;3;52;2;2483.73;4967.46;Pix;Loja Física
63630;06/07/2024;285;1;799;1;1999.5;1999.5;Cartão;E-commerce
63631;28/07/2024;285;3;413;1;2282.18;2282.18;Pix;E-commerce
63632;26/07/2024;285;3;170;1;2186.44;2186.44;Cartão;E-commerce
63633;04/08/2024;285;1;483;1;2476.71;2476.71;Cartão;Loja Física
63634;15/08/2024;285;2;630;1;2315.64;2315.64;Cartão;Loja Física
63635;02/08/2024;285;2;335;1;2297.34;2297.34;Cartão;Loja Física
63636;16/08/2024;285;1;597;1;2470.39;2470.39;Cartão;E-commerce
63637;03/08/2024;285;2;367;2;2184.97;4369.94;Cartão;E-commerce
