compra_id;data_compra;produto_id;fornecedor;quantidade_comprada;valor_unitario;valor_total;prazo_entrega_dias;status_compra
2195;04/12/2024;224;NGK Brasil;26;903.73;23496.98;20;Entregue
2196;12/12/2024;224;Magneti Marelli;65;924.85;60115.25;7;Entregue
2197;19/03/2024;225;Cofap Distrib;100;1274.64;127464.0;14;Entregue
2198;05/03/2024;225;Honda Peças;98;1220.7;119628.6;18;Entregue
2199;20/03/2024;225;Cofap Distrib;37;1454.97;53833.89;19;Entregue
2200;09/05/2024;225;Yamaha Parts;45;1362.49;61312.05;6;Entregue
2201;08/05/2024;225;NGK Brasil;99;1269.75;125705.25;5;Entregue
2202;23/07/2024;225;NGK Brasil;92;1361.98;125302.16;5;Entregue
2203;14/07/2024;225;Bosch Distribuição;72;1314.15;94618.8;8;Entregue
2204;27/07/2024;225;Cofap Distrib;43;1297.83;55806.69;18;Cancelada
2205;20/02/2024;226;Pirelli Brasil;41;551.44;22609.04;15;Entregue
2206;28/02/2024;226;Honda Peças;17;530.88;9024.96;7;Entregue
2207;01/06/2024;226;Pirelli Brasil;44;521.23;22934.12;16;Entregue
2208;06/06/2024;226;NGK Brasil;34;513.78;17468.52;4;Entregue
2209;03/07/2024;226;Magneti Marelli;20;559.77;11195.4;12;Entregue
2210;18/07/2024;226;Bosch Distribuição;72;553.46;39849.12;13;Entregue
2211;03/07/2024;226;Bosch Distribuição;94;493.49;46388.06;18;Pendente
2212;19/09/2024;226;Magneti Marelli;62;501.22;31075.64;17;Entregue
2213;02/11/2024;226;NGK Brasil;82;568.29;46599.78;19;Entregue
2214;21/11/2024;226;Pirelli Brasil;47;598.41;28125.27;9;Cancelada
2215;19/11/2024;226;Cofap Distrib;59;506.19;29865.21;19;Entregue
2216;13/01/2024;227;Bosch Distribuição;45;1493.87;67224.15;16;Entregue
2217;01/04/2024;227;Magneti Marelli;26;1495.96;38894.96;10;Entregue
2218;03/06/2024;227;Magneti Marelli;43;1330.1;57194.3;12;Entregue
2219;19/06/2024;227;Magneti Marelli;61;1321.23;80595.03;12;Entregue
2220;27/08/2024;227;Honda Peças;11;1465.61;16121.71;8;Entregue
2221;12/08/2024;227;Yamaha Parts;61;1325.55;80858.55;18;Entregue
2222;21/02/2024;228;NGK Brasil;96;810.52;77809.92;8;Pendente
2223;24/02/2024;228;Bosch Distribuição;15;928.18;13922.7;16;Pendente
2224;04/02/2024;228;Magneti Marelli;13;790.48;10276.24;14;Entregue
2225;09/03/2024;228;Honda Peças;49;851.07;41702.43;10;Entregue
2226;02/03/2024;228;Magneti Marelli;14;873.11;12223.54;13;Entregue
2227;11/06/2024;228;NGK Brasil;12;916.17;10994.04;13;Entregue
2228;08/06/2024;228;Cofap Distrib;38;892.57;33917.66;20;Entregue
2229;26/08/2024;228;Pirelli Brasil;88;805.19;70856.72;6;Entregue
2230;21/08/2024;228;Pirelli Brasil;33;781.78;25798.74;9;Entregue
2231;22/08/2024;228;Cofap Distrib;28;903.02;25284.56;17;Entregue
2232;16/03/2024;229;Cofap Distrib;93;678.29;63080.97;17;Pendente
2233;10/04/2024;229;Magneti Marelli;15;628.04;9420.6;9;Entregue
2234;12/04/2024;229;Cofap Distrib;30;669.57;20087.1;17;Entregue
2235;04/08/2024;229;NGK Brasil;7;631.68;4421.76;10;Cancelada
2236;11/10/2024;229;Pirelli Brasil;65;651.33;42336.45;7;Entregue
2237;19/10/2024;229;Cofap Distrib;95;637.31;60544.45;8;Entregue
2238;21/11/2024;229;Cofap Distrib;47;682.77;32090.19;12;Entregue
2239;17/11/2024;229;Cofap Distrib;77;616.71;47486.67;10;Entregue
2240;03/01/2024;230;Pirelli Brasil;77;412.18;31737.86;18;Entregue
2241;17/01/2024;230;Magneti Marelli;21;345.03;7245.63;11;Entregue
2242;03/01/2024;230;NGK Brasil;24;353.62;8486.88;15;Pendente
2243;28/04/2024;230;Honda Peças;52;407.69;21199.88;4;Entregue
2244;19/04/2024;230;Yamaha Parts;20;407.55;8151.0;7;Entregue
2245;07/04/2024;230;Bosch Distribuição;62;344.39;21352.18;7;Entregue
2246;16/06/2024;230;Yamaha Parts;75;341.23;25592.25;20;Entregue
2247;23/07/2024;230;Pirelli Brasil;11;390.6;4296.6;16;Entregue
2248;20/07/2024;230;Pirelli Brasil;12;372.74;4472.88;20;Entregue
2249;26/07/2024;230;Cofap Distrib;81;360.63;29211.03;11;Entregue
2250;24/09/2024;230;Bosch Distribuição;59;349.55;20623.45;3;Entregue
2251;20/11/2024;230;Magneti Marelli;46;369.42;16993.32;16;Entregue
2252;26/11/2024;230;Pirelli Brasil;80;408.06;32644.8;7;Entregue
2253;07/12/2024;230;Pirelli Brasil;45;370.92;16691.4;12;Entregue
2254;09/01/2024;231;Cofap Distrib;59;571.73;33732.07;14;Entregue
2255;02/01/2024;231;Magneti Marelli;41;555.11;22759.51;6;Entregue
2256;21/10/2024;231;Cofap Distrib;41;547.34;22440.94;18;Entregue
2257;09/01/2024;232;NGK Brasil;36;908.1;32691.6;20;Entregue
2258;02/02/2024;232;NGK Brasil;17;941.02;15997.34;12;Entregue
2259;14/02/2024;232;Magneti Marelli;32;1068.44;34190.08;19;Entregue
2260;09/02/2024;232;Yamaha Parts;27;952.88;25727.76;17;Entregue
2261;02/04/2024;232;Pirelli Brasil;100;886.66;88666.0;5;Entregue
2262;15/04/2024;232;Cofap Distrib;6;903.9;5423.4;14;Entregue
2263;10/06/2024;232;Yamaha Parts;53;1059.46;56151.38;7;Cancelada
2264;15/10/2024;232;Cofap Distrib;53;961.98;50984.94;10;Entregue
2265;21/11/2024;232;NGK Brasil;41;972.88;39888.08;7;Entregue
2266;11/11/2024;232;Yamaha Parts;29;949.5;27535.5;20;Entregue
2267;27/12/2024;232;Bosch Distribuição;16;971.32;15541.12;6;Entregue
2268;17/12/2024;232;Magneti Marelli;94;964.78;90689.32;4;Entregue
2269;14/12/2024;232;Magneti Marelli;74;1064.8;78795.2;3;Entregue
2270;16/02/2024;233;Bosch Distribuição;39;1535.92;59900.88;19;Entregue
2271;05/02/2024;233;Magneti Marelli;7;1564.28;10949.96;13;Entregue
2272;12/08/2024;233;Cofap Distrib;53;1654.2;87672.6;12;Entregue
2273;20/08/2024;233;NGK Brasil;84;1500.74;126062.16;11;Entregue
2274;09/09/2024;233;Honda Peças;66;1725.78;113901.48;8;Entregue
2275;24/09/2024;233;Pirelli Brasil;20;1635.24;32704.8;20;Entregue
2276;26/09/2024;233;Bosch Distribuição;83;1666.1;138286.3;20;Entregue
2277;11/10/2024;233;Yamaha Parts;75;1594.01;119550.75;9;Entregue
2278;03/10/2024;233;Honda Peças;78;1520.67;118612.26;10;Entregue
2279;09/01/2024;234;Pirelli Brasil;31;499.6;15487.6;7;Entregue
2280;15/03/2024;234;Cofap Distrib;31;572.06;17733.86;14;Entregue
2281;14/05/2024;234;Cofap Distrib;41;521.37;21376.17;20;Entregue
2282;24/05/2024;234;Cofap Distrib;93;545.36;50718.48;19;Entregue
2283;22/06/2024;234;NGK Brasil;80;491.84;39347.2;3;Entregue
2284;25/06/2024;234;Yamaha Parts;41;510.22;20919.02;13;Entregue
2285;27/06/2024;234;Cofap Distrib;33;532.12;17559.96;16;Entregue
2286;25/10/2024;234;Cofap Distrib;64;534.16;34186.24;9;Entregue
2287;21/10/2024;234;Cofap Distrib;53;586.44;31081.32;7;Entregue
2288;21/01/2024;235;Pirelli Brasil;41;1145.47;46964.27;7;Entregue
2289;26/01/2024;235;Magneti Marelli;47;1075.92;50568.24;8;Pendente
2290;07/07/2024;235;Pirelli Brasil;60;1108.38;66502.8;14;Pendente
2291;08/07/2024;235;Cofap Distrib;20;1060.99;21219.8;7;Pendente
2292;15/07/2024;235;Bosch Distribuição;16;975.37;15605.92;16;Entregue
2293;07/09/2024;235;Magneti Marelli;28;1001.46;28040.88;7;Entregue
2294;16/11/2024;235;Yamaha Parts;90;1042.44;93819.6;20;Entregue
2295;15/11/2024;235;Pirelli Brasil;70;1033.64;72354.8;15;Entregue
2296;22/11/2024;235;Magneti Marelli;17;1049.55;17842.35;20;Entregue
2297;07/01/2024;236;Cofap Distrib;86;975.12;83860.32;3;Entregue
2298;21/01/2024;236;Yamaha Parts;16;1113.86;17821.76;15;Entregue
2299;16/01/2024;236;Cofap Distrib;83;1026.54;85202.82;6;Entregue
2300;03/02/2024;236;Honda Peças;53;1095.41;58056.73;7;Entregue
2301;06/02/2024;236;Yamaha Parts;96;918.91;88215.36;14;Entregue
2302;26/03/2024;236;Pirelli Brasil;46;976.55;44921.3;8;Cancelada
2303;25/04/2024;236;Honda Peças;18;928.45;16712.1;15;Entregue
2304;13/06/2024;236;Yamaha Parts;40;1077.73;43109.2;17;Entregue
2305;02/08/2024;236;Cofap Distrib;14;942.99;13201.86;10;Entregue
2306;07/08/2024;236;Cofap Distrib;64;1068.26;68368.64;7;Entregue
2307;23/11/2024;236;Bosch Distribuição;39;982.4;38313.6;4;Entregue
2308;16/04/2024;237;Honda Peças;24;668.04;16032.96;3;Entregue
2309;05/04/2024;237;Honda Peças;90;623.35;56101.5;12;Entregue
2310;20/04/2024;237;Pirelli Brasil;6;726.09;4356.54;18;Entregue
2311;07/06/2024;237;NGK Brasil;68;632.39;43002.52;11;Entregue
2312;08/06/2024;237;Bosch Distribuição;62;758.27;47012.74;18;Entregue
2313;12/11/2024;237;Magneti Marelli;29;670.32;19439.28;8;Entregue
2314;04/12/2024;237;Bosch Distribuição;68;712.44;48445.92;7;Entregue
2315;04/01/2024;238;Bosch Distribuição;24;1043.7;25048.8;8;Entregue
2316;15/01/2024;238;Bosch Distribuição;10;974.95;9749.5;4;Entregue
2317;23/08/2024;238;Pirelli Brasil;51;930.97;47479.47;9;Entregue
2318;21/08/2024;238;Magneti Marelli;72;911.57;65633.04;12;Entregue
2319;15/08/2024;238;Bosch Distribuição;58;938.98;54460.84;4;Entregue
2320;04/11/2024;238;NGK Brasil;67;942.77;63165.59;5;Entregue
2321;09/11/2024;238;Pirelli Brasil;20;971.0;19420.0;3;Entregue
2322;08/11/2024;238;Magneti Marelli;31;966.61;29964.91;13;Entregue
2323;07/01/2024;239;Yamaha Parts;36;1220.34;43932.24;9;Entregue
2324;20/01/2024;239;Magneti Marelli;91;1147.77;104447.07;17;Pendente
2325;23/05/2024;239;Cofap Distrib;81;1173.06;95017.86;18;Entregue
2326;18/06/2024;239;Bosch Distribuição;59;1331.67;78568.53;15;Entregue
2327;02/06/2024;239;Honda Peças;17;1224.97;20824.49;7;Entregue
2328;27/06/2024;239;Yamaha Parts;94;1216.26;114328.44;8;Entregue
2329;05/09/2024;239;Magneti Marelli;23;1117.44;25701.12;4;Entregue
2330;19/11/2024;239;NGK Brasil;53;1274.33;67539.49;12;Entregue
2331;28/11/2024;239;Honda Peças;33;1247.15;41155.95;4;Entregue
2332;05/11/2024;239;Pirelli Brasil;52;1304.69;67843.88;13;Entregue
2333;11/12/2024;239;Pirelli Brasil;9;1142.97;10286.73;18;Pendente
2334;21/12/2024;239;Honda Peças;34;1148.91;39062.94;6;Entregue
2335;09/12/2024;239;NGK Brasil;70;1228.89;86022.3;19;Entregue
2336;05/01/2024;240;Magneti Marelli;20;445.05;8901.0;18;Cancelada
2337;19/03/2024;240;Pirelli Brasil;72;481.15;34642.8;15;Pendente
2338;05/03/2024;240;Bosch Distribuição;97;476.36;46206.92;9;Entregue
2339;04/07/2024;240;Cofap Distrib;40;487.28;19491.2;7;Entregue
2340;17/08/2024;240;Magneti Marelli;84;445.39;37412.76;18;Entregue
2341;04/08/2024;240;Honda Peças;95;426.15;40484.25;20;Entregue
2342;11/11/2024;240;Magneti Marelli;99;462.14;45751.86;14;Entregue
2343;05/11/2024;240;Magneti Marelli;96;466.39;44773.44;20;Entregue
2344;15/11/2024;240;Yamaha Parts;26;441.12;11469.12;14;Entregue
2345;10/02/2024;241;Magneti Marelli;68;1279.68;87018.24;12;Entregue
2346;28/03/2024;241;NGK Brasil;60;1316.8;79008.0;10;Pendente
2347;11/03/2024;241;Pirelli Brasil;76;1142.13;86801.88;12;Entregue
2348;15/04/2024;241;Yamaha Parts;66;1129.84;74569.44;9;Entregue
2349;09/04/2024;241;Bosch Distribuição;98;1175.15;115164.7;13;Entregue
2350;09/04/2024;241;Bosch Distribuição;81;1118.5;90598.5;19;Pendente
2351;02/09/2024;241;Yamaha Parts;39;1251.67;48815.13;11;Entregue
2352;17/02/2024;242;Pirelli Brasil;68;1621.22;110242.96;19;Entregue
2353;28/04/2024;242;NGK Brasil;72;1474.06;106132.32;4;Cancelada
2354;19/04/2024;242;Pirelli Brasil;45;1633.99;73529.55;16;Entregue
2355;01/06/2024;242;Yamaha Parts;86;1525.7;131210.2;19;Entregue
2356;09/06/2024;242;Magneti Marelli;48;1597.72;76690.56;15;Entregue
2357;21/06/2024;242;Honda Peças;28;1539.27;43099.56;6;Entregue
2358;17/07/2024;242;Cofap Distrib;80;1683.31;134664.8;20;Entregue
2359;20/07/2024;242;NGK Brasil;19;1512.72;28741.68;12;Cancelada
2360;18/07/2024;242;Magneti Marelli;59;1561.01;92099.59;7;Pendente
2361;16/08/2024;242;Magneti Marelli;56;1643.23;92020.88;10;Entregue
2362;28/08/2024;242;NGK Brasil;16;1679.93;26878.88;11;Entregue
2363;25/08/2024;242;Cofap Distrib;15;1590.14;23852.1;9;Pendente
2364;13/09/2024;242;Honda Peças;66;1743.92;115098.72;19;Entregue
2365;08/09/2024;242;Magneti Marelli;69;1623.73;112037.37;15;Entregue
2366;25/11/2024;242;Honda Peças;25;1597.05;39926.25;12;Entregue
2367;18/12/2024;242;Magneti Marelli;68;1466.11;99695.48;17;Entregue
2368;08/12/2024;242;Yamaha Parts;21;1576.92;33115.32;18;Entregue
2369;15/04/2024;243;Pirelli Brasil;99;827.0;81873.0;14;Entregue
2370;14/06/2024;243;NGK Brasil;65;963.17;62606.05;18;Entregue
2371;26/07/2024;243;NGK Brasil;19;949.84;18046.96;16;Entregue
2372;25/09/2024;243;Bosch Distribuição;41;954.07;39116.87;10;Pendente
2373;20/09/2024;243;Cofap Distrib;29;841.17;24393.93;11;Pendente
2374;03/09/2024;243;Honda Peças;71;892.75;63385.25;16;Entregue
2375;23/10/2024;243;Cofap Distrib;40;823.51;32940.4;7;Entregue
2376;02/12/2024;243;NGK Brasil;24;809.22;19421.28;3;Entregue
2377;28/12/2024;243;Honda Peças;56;845.38;47341.28;19;Pendente
2378;24/12/2024;243;Magneti Marelli;27;933.14;25194.78;3;Entregue
2379;09/02/2024;244;NGK Brasil;93;1201.31;111721.83;4;Entregue
2380;21/05/2024;244;Bosch Distribuição;93;1398.2;130032.6;7;Pendente
2381;17/05/2024;244;Cofap Distrib;23;1343.42;30898.66;6;Entregue
2382;07/05/2024;244;Yamaha Parts;26;1198.82;31169.32;14;Entregue
2383;19/06/2024;244;NGK Brasil;43;1436.67;61776.81;15;Entregue
2384;17/06/2024;244;Honda Peças;73;1443.13;105348.49;15;Entregue
2385;01/08/2024;244;Honda Peças;52;1405.43;73082.36;20;Entregue
2386;27/08/2024;244;Cofap Distrib;65;1367.49;88886.85;11;Cancelada
2387;22/11/2024;244;Honda Peças;10;1202.35;12023.5;4;Entregue
2388;04/11/2024;244;Honda Peças;19;1310.1;24891.9;10;Entregue
2389;16/11/2024;244;Bosch Distribuição;17;1292.91;21979.47;4;Entregue
2390;09/12/2024;244;Cofap Distrib;9;1301.19;11710.71;16;Entregue
2391;16/12/2024;244;Pirelli Brasil;19;1233.68;23439.92;6;Entregue
2392;15/12/2024;244;Yamaha Parts;78;1363.7;106368.6;17;Pendente
2393;10/01/2024;245;Cofap Distrib;85;255.97;21757.45;14;Entregue
2394;27/01/2024;245;Pirelli Brasil;62;233.58;14481.96;19;Pendente
2395;10/03/2024;245;Honda Peças;93;222.85;20725.05;15;Entregue
2396;27/03/2024;245;Pirelli Brasil;5;230.86;1154.3;9;Entregue
2397;05/03/2024;245;Pirelli Brasil;64;227.92;14586.88;20;Cancelada
2398;05/06/2024;245;Cofap Distrib;26;260.0;6760.0;13;Pendente
2399;19/06/2024;245;NGK Brasil;77;262.56;20217.12;9;Entregue
2400;18/07/2024;245;Cofap Distrib;92;263.06;24201.52;9;Entregue
2401;10/07/2024;245;Pirelli Brasil;38;261.4;9933.2;16;Entregue
2402;22/07/2024;245;NGK Brasil;41;254.56;10436.96;11;Entregue
2403;19/01/2024;246;Cofap Distrib;93;426.2;39636.6;8;Entregue
2404;14/01/2024;246;Magneti Marelli;75;439.15;32936.25;20;Pendente
2405;25/02/2024;246;Bosch Distribuição;72;431.75;31086.0;6;Entregue
2406;03/03/2024;246;Bosch Distribuição;85;444.24;37760.4;15;Entregue
2407;03/04/2024;246;Yamaha Parts;41;489.14;20054.74;15;Entregue
2408;21/08/2024;246;Pirelli Brasil;10;492.83;4928.3;11;Pendente
2409;11/08/2024;246;Bosch Distribuição;95;414.62;39388.9;6;Entregue
2410;16/08/2024;246;Yamaha Parts;62;411.22;25495.64;17;Entregue
2411;21/09/2024;246;Cofap Distrib;65;422.93;27490.45;18;Entregue
2412;08/09/2024;246;Pirelli Brasil;41;466.27;19117.07;11;Pendente
2413;20/11/2024;246;Pirelli Brasil;46;491.95;22629.7;7;Entregue
2414;14/11/2024;246;Pirelli Brasil;27;435.37;11754.99;11;Entregue
2415;05/12/2024;246;Honda Peças;49;427.31;20938.19;5;Entregue
2416;18/01/2024;247;Honda Peças;81;448.32;36313.92;16;Entregue
2417;01/01/2024;247;Magneti Marelli;6;457.49;2744.94;14;Entregue
2418;09/01/2024;247;Yamaha Parts;82;428.06;35100.92;15;Entregue
2419;17/02/2024;247;Honda Peças;27;443.52;11975.04;13;Entregue
2420;11/02/2024;247;Honda Peças;24;411.37;9872.88;16;Entregue
2421;09/02/2024;247;Magneti Marelli;94;452.5;42535.0;5;Pendente
2422;15/03/2024;247;Magneti Marelli;20;397.15;7943.0;6;Entregue
2423;21/03/2024;247;Magneti Marelli;65;453.57;29482.05;19;Entregue
2424;22/04/2024;247;Pirelli Brasil;7;481.49;3370.43;19;Entregue
2425;20/04/2024;247;Yamaha Parts;72;445.64;32086.08;8;Cancelada
2426;27/07/2024;247;Honda Peças;81;463.03;37505.43;11;Entregue
2427;15/10/2024;247;Yamaha Parts;57;453.33;25839.81;3;Entregue
2428;18/10/2024;247;Magneti Marelli;50;468.88;23444.0;10;Entregue
2429;25/12/2024;247;Yamaha Parts;65;423.0;27495.0;17;Entregue
2430;03/12/2024;247;Bosch Distribuição;41;439.04;18000.64;3;Pendente
2431;20/12/2024;247;Honda Peças;97;438.56;42540.32;15;Entregue
2432;27/04/2024;248;Bosch Distribuição;39;1095.07;42707.73;14;Entregue
2433;15/04/2024;248;Pirelli Brasil;20;1195.58;23911.6;3;Entregue
2434;14/04/2024;248;Yamaha Parts;61;1005.81;61354.41;8;Entregue
2435;10/05/2024;248;NGK Brasil;88;1085.72;95543.36;15;Entregue
2436;15/05/2024;248;Magneti Marelli;90;1191.73;107255.7;10;Cancelada
2437;15/07/2024;248;Pirelli Brasil;8;1212.23;9697.84;17;Entregue
2438;14/07/2024;248;Cofap Distrib;49;1064.66;52168.34;9;Entregue
2439;05/08/2024;248;Cofap Distrib;97;1015.66;98519.02;9;Pendente
2440;09/08/2024;248;Honda Peças;83;1012.19;84011.77;16;Pendente
2441;19/09/2024;248;Pirelli Brasil;94;1070.18;100596.92;13;Entregue
2442;21/09/2024;248;NGK Brasil;44;1179.79;51910.76;7;Entregue
2443;12/05/2024;249;Bosch Distribuição;89;178.96;15927.44;16;Entregue
2444;20/05/2024;249;NGK Brasil;89;174.32;15514.48;19;Entregue
2445;16/02/2024;250;Cofap Distrib;13;1200.26;15603.38;10;Entregue
2446;22/02/2024;250;Pirelli Brasil;37;1421.97;52612.89;10;Entregue
2447;11/02/2024;250;Pirelli Brasil;56;1439.82;80629.92;18;Entregue
2448;09/04/2024;250;Pirelli Brasil;59;1243.57;73370.63;16;Entregue
2449;19/04/2024;250;Yamaha Parts;91;1362.87;124021.17;19;Entregue
2450;17/04/2024;250;Yamaha Parts;5;1436.93;7184.65;8;Entregue
2451;26/06/2024;250;Bosch Distribuição;75;1420.02;106501.5;18;Entregue
2452;08/09/2024;250;Bosch Distribuição;28;1452.71;40675.88;3;Entregue
2453;28/09/2024;250;Bosch Distribuição;47;1221.2;57396.4;20;Entregue
2454;15/01/2024;251;Cofap Distrib;9;1127.79;10150.11;4;Entregue
2455;24/01/2024;251;Bosch Distribuição;86;1256.4;108050.4;12;Entregue
2456;21/04/2024;251;NGK Brasil;96;1116.68;107201.28;18;Pendente
2457;05/06/2024;251;Honda Peças;88;1313.14;115556.32;14;Entregue
2458;19/07/2024;251;Magneti Marelli;6;1265.34;7592.04;18;Entregue
2459;17/08/2024;251;Honda Peças;24;1203.13;28875.12;14;Entregue
2460;25/09/2024;251;Yamaha Parts;45;1184.43;53299.35;13;Entregue
2461;23/02/2024;252;Honda Peças;54;1104.98;59668.92;4;Entregue
2462;06/02/2024;252;Honda Peças;70;1299.64;90974.8;8;Entregue
2463;02/03/2024;252;Bosch Distribuição;86;1193.34;102627.24;17;Entregue
2464;19/03/2024;252;Honda Peças;14;1231.39;17239.46;6;Entregue
2465;20/04/2024;252;Yamaha Parts;63;1173.06;73902.78;18;Entregue
2466;01/05/2024;252;Bosch Distribuição;20;1313.99;26279.8;3;Entregue
2467;12/05/2024;252;Yamaha Parts;40;1306.4;52256.0;13;Pendente
2468;19/06/2024;252;Bosch Distribuição;67;1247.57;83587.19;12;Entregue
2469;03/06/2024;252;Yamaha Parts;11;1337.61;14713.71;13;Entregue
2470;02/06/2024;252;Honda Peças;60;1163.18;69790.8;17;Entregue
2471;22/08/2024;252;Honda Peças;66;1193.16;78748.56;17;Entregue
2472;18/08/2024;252;Bosch Distribuição;91;1274.34;115964.94;16;Entregue
2473;26/08/2024;252;Cofap Distrib;20;1341.34;26826.8;7;Entregue
2474;08/01/2024;253;Bosch Distribuição;79;599.85;47388.15;16;Entregue
2475;12/01/2024;253;Pirelli Brasil;74;501.94;37143.56;10;Entregue
2476;15/01/2024;253;Magneti Marelli;67;566.59;37961.53;14;Pendente
2477;10/02/2024;253;Yamaha Parts;12;499.31;5991.72;7;Entregue
2478;19/02/2024;253;Cofap Distrib;43;511.0;21973.0;7;Entregue
2479;22/04/2024;253;Yamaha Parts;62;593.97;36826.14;15;Entregue
2480;10/04/2024;253;Magneti Marelli;78;541.44;42232.32;14;Entregue
2481;07/10/2024;253;NGK Brasil;78;548.32;42768.96;8;Entregue
2482;08/05/2024;254;Honda Peças;55;1433.61;78848.55;8;Cancelada
2483;08/05/2024;254;Honda Peças;67;1488.83;99751.61;12;Pendente
2484;07/07/2024;254;Honda Peças;88;1328.95;116947.6;18;Entregue
2485;09/07/2024;254;Pirelli Brasil;91;1370.76;124739.16;5;Entregue
2486;09/07/2024;254;Yamaha Parts;70;1341.22;93885.4;20;Entregue
2487;03/12/2024;254;Cofap Distrib;31;1328.93;41196.83;8;Entregue
2488;25/12/2024;254;Honda Peças;75;1495.85;112188.75;16;Pendente
2489;04/12/2024;254;Bosch Distribuição;92;1461.62;134469.04;18;Entregue
2490;28/02/2024;255;NGK Brasil;50;870.79;43539.5;5;Entregue
2491;01/06/2024;255;Bosch Distribuição;54;844.84;45621.36;16;Entregue
2492;26/06/2024;255;Honda Peças;35;975.88;34155.8;7;Entregue
2493;04/06/2024;255;Bosch Distribuição;49;948.76;46489.24;16;Pendente
2494;20/08/2024;255;Honda Peças;52;1001.21;52062.92;3;Entregue
2495;02/08/2024;255;Yamaha Parts;77;849.4;65403.8;9;Entregue
2496;04/10/2024;255;Magneti Marelli;8;1003.37;8026.96;20;Entregue
2497;26/04/2024;256;Magneti Marelli;33;1117.7;36884.1;17;Entregue
2498;28/04/2024;256;Pirelli Brasil;95;1062.75;100961.25;13;Entregue
2499;03/06/2024;256;Yamaha Parts;78;1051.87;82045.86;5;Entregue
2500;19/07/2024;256;Bosch Distribuição;48;1108.45;53205.6;9;Entregue
2501;26/07/2024;256;Cofap Distrib;96;1055.39;101317.44;15;Entregue
2502;09/10/2024;256;Pirelli Brasil;89;1224.79;109006.31;5;Entregue
2503;16/01/2024;257;Yamaha Parts;14;279.85;3917.9;11;Entregue
2504;13/01/2024;257;Magneti Marelli;48;263.93;12668.64;11;Entregue
2505;07/01/2024;257;Yamaha Parts;19;280.77;5334.63;4;Entregue
2506;05/03/2024;257;Yamaha Parts;9;247.57;2228.13;15;Entregue
2507;16/03/2024;257;NGK Brasil;27;272.5;7357.5;8;Entregue
2508;28/03/2024;257;NGK Brasil;38;290.7;11046.6;12;Entregue
2509;11/04/2024;257;Yamaha Parts;22;287.89;6333.58;18;Entregue
2510;05/06/2024;257;Honda Peças;10;284.43;2844.3;4;Cancelada
2511;28/06/2024;257;Yamaha Parts;89;247.95;22067.55;4;Entregue
2512;01/11/2024;257;Cofap Distrib;47;288.06;13538.82;7;Entregue
2513;22/11/2024;257;Yamaha Parts;30;280.51;8415.3;9;Entregue
2514;04/11/2024;257;Honda Peças;34;280.56;9539.04;7;Entregue
2515;14/02/2024;258;Bosch Distribuição;25;1466.62;36665.5;9;Entregue
2516;03/02/2024;258;Yamaha Parts;21;1436.53;30167.13;13;Entregue
2517;20/05/2024;258;Magneti Marelli;19;1595.9;30322.1;14;Entregue
2518;11/05/2024;258;Cofap Distrib;90;1476.43;132878.7;11;Entregue
2519;02/06/2024;258;Pirelli Brasil;7;1466.08;10262.56;18;Entregue
2520;20/06/2024;258;Cofap Distrib;90;1586.9;142821.0;20;Entregue
2521;10/06/2024;258;Honda Peças;99;1553.58;153804.42;4;Cancelada
2522;16/09/2024;258;Honda Peças;55;1593.71;87654.05;17;Entregue
2523;20/09/2024;258;Yamaha Parts;80;1686.71;134936.8;8;Pendente
2524;01/03/2024;259;Honda Peças;66;993.18;65549.88;7;Entregue
2525;03/04/2024;259;Honda Peças;6;876.48;5258.88;7;Entregue
2526;15/04/2024;259;Bosch Distribuição;55;883.25;48578.75;7;Entregue
2527;10/06/2024;259;Bosch Distribuição;99;940.18;93077.82;18;Entregue
2528;20/06/2024;259;Honda Peças;27;940.95;25405.65;12;Entregue
2529;13/06/2024;259;Honda Peças;13;943.99;12271.87;6;Entregue
2530;13/08/2024;259;Magneti Marelli;71;910.79;64666.09;19;Entregue
2531;19/08/2024;259;Magneti Marelli;65;965.58;62762.7;17;Entregue
2532;24/10/2024;259;NGK Brasil;42;979.53;41140.26;13;Entregue
2533;11/01/2024;260;Yamaha Parts;100;1321.77;132177.0;17;Entregue
2534;22/01/2024;260;Cofap Distrib;33;1257.96;41512.68;3;Entregue
2535;27/01/2024;260;Honda Peças;78;1234.36;96280.08;8;Entregue
2536;10/02/2024;260;Yamaha Parts;94;1168.23;109813.62;5;Entregue
2537;03/03/2024;260;Pirelli Brasil;58;1153.97;66930.26;3;Entregue
2538;10/03/2024;260;Cofap Distrib;41;1382.02;56662.82;7;Entregue
2539;13/03/2024;260;NGK Brasil;14;1212.81;16979.34;4;Entregue
2540;20/08/2024;260;Bosch Distribuição;42;1257.83;52828.86;12;Entregue
2541;26/08/2024;260;Honda Peças;78;1309.52;102142.56;6;Entregue
2542;09/09/2024;260;Cofap Distrib;8;1362.41;10899.28;20;Entregue
2543;12/09/2024;260;Bosch Distribuição;79;1169.73;92408.67;5;Entregue
2544;11/09/2024;260;Honda Peças;22;1332.12;29306.64;11;Entregue
2545;05/10/2024;260;NGK Brasil;13;1200.19;15602.47;5;Entregue
2546;06/03/2024;261;Pirelli Brasil;37;969.15;35858.55;20;Entregue
2547;14/05/2024;261;Honda Peças;67;966.23;64737.41;5;Entregue
2548;18/07/2024;261;Yamaha Parts;87;1012.47;88084.89;17;Entregue
